PurePremium,Frequency,Severity,cont0,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10
2.63E+56,3,8.76E+55,4.451876815,4.743802856,2.800583432,1.943038504,0.429018556,4.943264531,0.307930562,1.700796283,4.912454229,1.453901493,3.630144277
0,0,2.01E+39,2.608509479,2.064687219,6.423827816,1.075088539,0.498361202,8.175826543,0.083840168,0.106314738,5.176238357,0.978496296,0.550949035
2.79E+39,16,1.74E+38,1.777544138,2.416764827,3.457534877,0.361138746,0.363474934,7.270047914,0.545401173,1.238148702,1.881057625,1.432291021,5.535295819
0,0,4.99E+50,5.02669959,4.392162616,1.388666536,3.715168782,0.041842368,7.63709934,0.774158147,0.689606884,0.605895695,1.983215567,1.352183759
0,0,4.86E+40,2.156476283,3.735020917,1.78815245,1.190951697,0.497522301,8.45695389,0.498499588,1.360843588,9.428948047,0.643600865,5.79533496
0,0,9.38E+46,1.717492105,0.257944341,0.399271284,0.339943223,0.949222047,6.957361918,0.665759641,0.584664367,9.182679901,1.91277114,5.716813863
8.43E+35,3,2.81E+35,2.979300435,3.020860041,6.348830053,3.504358975,0.203581478,3.491989169,0.33269596,1.005812996,9.218648534,0.095772989,1.210078068
0,0,2.36E+41,2.849978012,4.410417407,6.689951473,2.775776109,0.104478037,5.130361703,0.943957191,0.80933908,6.468748319,0.600098413,4.953463654
0,0,3.81E+42,5.039581527,0.392227617,0.103858372,0.611876892,2.715394418,5.095206092,0.406032003,0.526786888,2.022970788,0.8822166,5.405173737
0,0,1.36E+40,1.175671123,1.378796213,1.037584466,2.287390261,3.967302573,7.061897992,0.059000018,1.444760521,1.904658389,1.237699323,4.954140158
0,0,1.58E+40,0.531585163,5.603797759,3.529906551,1.469845984,1.323112943,8.876494496,0.813645339,0.461919394,6.857092257,0.120569412,4.371163715
0,0,2.04E+40,4.23915008,5.44792038,7.923954459,1.397386839,1.666927705,9.024275875,0.679722322,0.775617131,8.912868251,0.935881501,3.188279485
0,0,1.81E+56,3.654667399,1.845283692,4.162398439,0.459041802,1.334243905,8.067482571,0.89779479,0.834741251,3.662278152,1.041681407,1.830806104
1.28E+48,5,2.55E+47,0.402112864,2.386167991,1.793364054,3.455374963,2.040731429,8.096081704,0.815942871,0.387478253,0.247300818,0.705017731,1.264746679
0,0,7.01E+34,2.612539135,2.558457861,1.590173924,3.891391408,1.324301163,5.15726466,0.91659795,1.069633953,7.667453963,0.433126657,3.140230598
1.25E+40,1,1.25E+40,0.1827088,5.316418188,4.577322422,3.442523777,1.438576556,5.289258519,0.777378114,1.031372281,7.122513759,0.97427209,1.043642664
0,0,1.39E+36,2.572293704,5.761045627,2.908818114,0.273578758,3.024848805,0.738854821,0.985128827,1.74410712,1.463701418,0.005829294,2.442254727
4.82E+40,9,5.36E+39,1.452228475,1.481360543,6.3615512,2.17840737,2.288852409,0.45922876,0.057945198,1.213374451,2.665381925,1.691777239,1.930641491
0,0,8.29E+41,2.123591933,2.964979274,0.585082773,0.539437274,3.21697314,8.708078036,0.317708932,1.48181525,9.000731316,1.429377683,3.737731152
0,0,3.61E+43,3.132276313,4.229728575,4.712251486,3.276494899,0.422246441,5.405933919,0.087989988,0.972885016,8.317609225,1.907584242,2.049058405
0,0,7.65E+50,3.855062634,4.149746047,0.090093751,0.146801178,3.216311303,9.248701791,0.510420069,1.298403904,2.443404666,0.073881663,2.096272272
7.14E+57,1,7.14E+57,6.551798098,5.423294238,5.396927703,1.805373995,2.657900701,1.186760581,0.14423425,1.284722705,1.874903511,1.451553627,1.307633406
0,0,8.40E+49,0.757106653,3.878078399,1.135484944,3.058686731,0.402834048,4.872341587,0.918181735,0.629867536,5.17111756,1.723987128,1.685683249
0,0,6.08E+54,3.557895968,1.590431343,5.879872245,0.471043813,0.399930525,2.053735946,0.919956473,1.058393503,4.213087276,1.313178728,0.687288882
0,0,1.07E+47,2.61207338,4.478836137,0.412158794,2.944157709,0.123753952,8.705728594,0.990899338,1.428723962,8.595848794,1.201643279,0.714669633
0,0,4.33E+28,0.5890744,3.857843184,1.51174156,3.235080816,2.988558401,6.693891551,0.602126743,1.545273827,2.187392734,0.839886069,0.553152613
0,0,6.98E+36,0.075037217,0.244672303,4.039408785,0.849835047,2.73335681,2.010584035,0.717883899,1.680103142,0.557364698,0.922834306,6.458988598
0,0,2.38E+41,5.728949653,1.729489543,3.66358175,1.438342648,3.283593343,0.503893776,0.479327091,0.350611031,4.881889626,0.471573021,4.057093459
1.59E+36,34,4.68E+34,0.745008156,2.328288917,4.432994683,3.513309922,2.104345607,3.685250103,0.301312214,0.384356734,2.287501679,1.458348603,2.218498552
0,0,5.24E+33,1.471631331,2.779284768,1.788754589,2.750908626,1.140706637,1.55361106,0.25588478,0.97044887,9.499647078,0.753064185,4.281457056
0,0,1.05E+44,3.384545644,1.15717129,5.107313536,2.144550028,0.828833106,4.496416244,0.012098449,1.132284431,1.440373122,0.31802974,3.645439675
0,0,2.21E+43,6.156312147,5.513071679,0.371434734,0.591207676,0.234992901,5.998116271,0.108512477,0.397168748,5.118670863,0.057943722,1.309084709
0,0,3.11E+35,2.462023348,4.079196287,0.35087269,0.954884962,0.780915728,8.673136057,0.820438732,1.898816364,1.170277901,1.044285831,4.633009643
7.23E+40,3,2.41E+40,4.857654999,1.495804308,4.19688825,3.474859377,0.038807503,7.3518312,0.447357654,0.637199891,1.796117295,1.973981347,5.295252495
6.53E+44,1,6.53E+44,5.749415783,2.662339434,5.813789041,1.584621706,2.715289737,2.485111192,0.829725515,1.391015742,6.142859349,1.986270266,5.373597531
0,0,1.74E+40,3.098587302,1.495822432,1.9762366,3.348737434,2.23485426,9.30744425,0.151601293,1.007327308,4.087165667,0.631827685,5.92112904
0,0,2.14E+43,0.349102452,0.8784244,7.788874499,0.955452596,1.735339415,3.238107595,0.990847938,0.872954166,9.767403312,0.11512784,0.775551283
0,0,1.68E+47,5.982339149,4.191904236,5.386882116,3.815990223,0.169989594,8.191156027,0.671785746,1.209253111,2.615035011,1.876578823,2.194530296
0,0,1.50E+50,6.47784103,1.736669733,4.405618919,2.534793944,3.395962183,2.750695823,0.53646587,0.360824522,4.50077394,0.060684107,1.78744639
0,0,2.93E+48,3.727969051,5.910093104,4.917846223,3.967750624,1.115268607,9.865629309,0.959832963,1.623169342,9.170736934,0.813881452,2.187945879
2.24E+44,1,2.24E+44,6.99875703,5.917722296,7.499672254,3.69364133,0.022022886,4.241098552,0.636339066,1.839718806,8.618061306,0.995696189,2.742420978
5.16E+54,9,5.73E+53,1.505570958,4.113553776,7.007882908,1.919564649,0.617716521,0.456042175,0.16142153,0.780402496,6.361988906,0.147519648,0.223288912
0,0,4.51E+47,3.095882888,4.956086198,1.549921186,2.645047785,0.83570122,2.01184191,0.162648421,1.622677747,6.218828285,1.044362751,4.342560637
0,0,4.71E+43,0.660136776,0.919819525,2.278218239,0.952497945,2.882733259,3.49452799,0.795096604,0.570944057,0.167815778,1.25885762,4.215537574
0,0,4.03E+57,6.77340363,4.479808506,3.313601882,1.541549747,0.716416232,7.282539747,0.893894322,0.912594086,6.106737842,1.343904801,1.416784222
0,0,2.76E+43,4.747906999,0.179606171,5.387604325,0.296926723,3.034480688,6.335428888,0.584664486,1.034777,7.154064261,0.774063259,5.622800818
0,0,3.86E+38,1.72723071,0.767093123,4.284410248,0.044685961,0.643072796,8.443555381,0.037168239,0.987888845,2.421864674,1.857519532,1.086979083
0,0,9.21E+39,2.587860748,1.121498892,2.866881371,1.353646452,2.024867217,5.207327155,0.485796691,0.211562489,8.944320787,1.41123199,4.968636913
0,0,4.30E+34,5.906339083,2.928633945,7.407968689,2.729163697,1.396077508,0.265250906,0.855193567,1.167298883,5.643045258,1.660965658,6.706208432
0,0,2.71E+48,4.868014476,2.691686644,7.953609862,0.460470016,0.421612612,0.40076841,0.744084975,0.721745969,0.838168476,0.45051957,5.819410205
0,0,1.97E+42,3.225682517,2.569278521,2.659907315,2.934563077,1.863524245,2.003674928,0.431475071,1.810146059,5.464268591,1.986108916,4.098767577
2.24E+49,1,2.24E+49,3.791689842,3.297560756,1.480554136,2.624789277,1.35633964,7.921564732,0.935331086,1.772516303,4.156148458,1.956392975,1.013969912
0,0,5.27E+27,4.123484062,3.28118354,1.984121038,2.53399433,1.50779565,4.80078384,0.495771009,0.288355021,8.020165178,0.049053252,0.32177913
0,0,3.09E+42,1.012340795,2.095438078,1.507511111,0.363679495,3.572258324,9.560625254,0.49070732,0.858893681,6.313423064,0.887899275,2.761418961
0,0,3.24E+45,4.211131319,2.066976197,2.538430903,2.33531644,2.2149618,8.106472621,0.775840899,1.125417064,3.631058723,1.279173185,0.296979378
0,0,1.15E+48,4.418302612,1.757075397,3.210708791,0.284168472,0.657809996,7.349674952,0.337765181,0.101798262,6.497049974,1.575744108,6.082555395
0,0,7.10E+29,5.298159205,5.59333074,1.954708926,3.108451481,2.469447423,5.344937641,0.770973179,1.485771648,1.069548891,1.2467454,1.383727889
0,0,3.61E+36,4.567388434,2.498150125,2.685160943,2.89877098,2.736158131,8.951229755,0.547935284,0.85793933,4.869882745,0.199505897,1.714858793
0,0,6.56E+49,1.964036001,2.025809959,7.701581366,1.750802251,1.309949046,4.363479148,0.21837878,0.803035483,3.580773049,0.864198445,6.150904845
0,0,1.00E+40,5.543012942,5.742558963,3.73536766,2.455370311,1.490998775,9.671472364,0.021113663,0.553513189,6.127936173,1.261157654,2.828473125
0,0,1.68E+39,0.830514025,5.675998203,6.984245283,3.006447835,2.560424481,0.346083611,0.810489522,0.068483474,6.434508565,0.004748123,2.241959994
1.20E+42,1,1.20E+42,6.694876035,0.024952511,7.063639033,2.538549232,2.065173639,2.035144327,0.913728728,1.237406483,6.528733957,1.276719126,1.085612409
0,0,4.55E+52,0.825234142,5.361474853,2.44480105,3.259043294,2.772291018,4.339776952,0.953540154,1.192422636,9.928711309,1.095271366,3.447615213
0,0,4.07E+43,3.739838056,0.805427758,7.21998038,2.627284957,2.826799374,6.625632067,0.368656186,0.497983925,4.881610425,0.124778387,4.558179892
0,0,7.14E+40,6.444685433,0.113000675,0.049193227,0.684547815,3.597698457,5.984899142,0.513767641,1.065785574,9.236726643,0.578357262,6.406505104
6.34E+48,2,3.17E+48,0.24200829,5.365320837,0.253363723,1.870787369,3.525155855,3.025653099,0.721164992,0.941650686,1.517717053,0.395247935,5.181080976
0,0,1.57E+48,0.22105319,5.10714872,0.642194934,2.132622935,2.567953643,0.852666189,0.793234226,1.967628974,1.172359816,0.944277382,5.087186679
0,0,8.46E+30,4.86727246,1.26230134,7.525917822,1.588402218,1.625014795,0.997173961,0.883666992,1.391085362,1.191976578,1.359284225,3.838310676
0,0,9.12E+57,3.692079569,3.619258722,1.932121445,2.920337737,2.278624746,9.099440934,0.305397659,0.473384731,2.978532233,1.626324473,1.247926956
0,0,1.39E+53,2.798074843,3.117351584,5.010273698,2.788227985,1.812707503,0.584367486,0.317828819,1.690049333,9.134124164,0.7447721,2.058664452
0,0,8.25E+45,6.223053434,3.766599456,6.944528223,0.17561172,0.067611916,0.265606842,0.295847353,1.547702766,6.254009571,0.233012441,5.209717805
0,0,2.98E+42,5.532473246,2.891319423,2.084255363,2.125151683,0.549623588,3.965538418,0.736560204,0.13495781,7.974329161,1.266560836,2.901411137
0,0,3.36E+47,6.281547439,0.593170917,0.833786478,3.205001497,3.093202288,5.009881495,0.042788018,0.646491537,4.034654861,0.993503536,1.52178889
0,0,6.54E+39,2.595948422,2.127484945,7.364254706,3.126339339,3.85257347,5.389772668,0.203558934,0.921020227,6.218624138,0.903892238,4.709710164
0,0,1.27E+56,6.905571728,3.798485571,2.024757603,0.011710305,0.625532641,6.711137295,0.395358576,1.878556281,4.845993196,0.643060998,5.397024526
0,0,1.23E+49,1.795623544,1.137726102,0.74757009,2.480781685,0.612331876,5.266488602,0.706855212,0.98381162,6.774256712,1.423132942,6.313922439
0,0,3.37E+48,6.698894106,5.537062907,5.844707373,0.434895486,3.552596516,5.313170206,0.855690288,1.538247762,6.657312791,0.908207805,2.161147684
0,0,8.05E+47,5.781416601,4.869496572,3.491029646,1.075628429,1.054866304,8.559023176,0.242977798,1.955873911,7.753348948,1.934862284,1.64498103
0,0,1.56E+45,1.104645481,1.065827623,6.102690973,0.063885089,2.304800682,4.625351696,0.557305554,0.492854812,0.872348273,1.504763374,3.737487201
0,0,2.61E+39,4.982388323,5.122682445,5.809029292,2.269970863,2.539977057,6.378637933,0.143413495,1.019662763,9.263987884,0.362461,2.60402628
0,0,2.53E+41,1.524428463,1.496784289,5.594747328,3.024130164,2.648667271,1.158466632,0.371950412,0.844426089,5.490782602,1.686849725,2.848950218
0,0,3.81E+34,6.614166346,1.723485117,3.947059895,1.116788602,2.79968949,6.220187035,0.182752369,0.490038653,7.127755354,1.327330416,2.532707225
3.33E+45,49,6.80E+43,5.701575395,5.844577272,5.826104648,3.275410777,0.868971181,1.21035324,0.654797734,1.500543235,8.506484798,1.442862335,6.556308156
0,0,7.50E+46,6.90972617,5.506294849,5.787766182,1.068115245,1.222121971,1.681765898,0.874052664,1.627220781,4.504807856,0.022848062,3.431357051
0,0,7.66E+42,6.336503445,1.344479281,7.80826742,3.623038199,0.270532637,8.302069189,0.229707022,1.29336514,8.783070146,0.223750585,3.179453544
0,0,1.30E+41,0.994718539,0.082361736,1.586989958,3.514388127,2.257945429,9.819556596,0.024025834,0.855268705,8.042008965,1.074842679,3.352808737
0,0,3.60E+55,4.855030159,4.333955663,2.029942877,3.903151609,2.148888061,0.472986427,0.583973144,1.304004552,1.576888358,0.957704378,3.447355142
0,0,2.28E+54,5.713204925,5.246661226,4.702528875,0.209231482,2.262513937,3.761469618,0.556638514,1.018294513,5.916980034,0.11695068,4.693814762
0,0,1.43E+49,4.625968522,3.443847371,6.011680536,2.875400659,3.847297986,4.495593117,0.559091609,1.477255425,8.270783481,0.525458516,4.129462356
8.06E+40,10,8.06E+39,6.978419005,4.260574948,5.119386912,1.433747128,1.620341041,5.5175786,0.431159067,0.615120903,3.894364305,0.521518667,6.097439091
0,0,3.76E+44,0.328677296,4.056673875,3.193902687,1.026990844,3.306160407,7.945972408,0.012547904,0.291665619,8.575297034,0.396004952,1.041061385
0,0,8.04E+32,1.612026003,4.467347692,2.497535681,0.797527195,0.013200823,1.894018298,0.898128356,1.495629011,8.905949314,0.099119732,0.669085772
0,0,1.08E+58,6.048588857,4.259644948,0.49809727,3.510643824,2.299013228,9.490415224,0.806138327,0.60841596,8.990367302,0.22974166,2.185684629
0,0,5.03E+49,4.720141525,2.639405205,3.437011586,3.857351652,3.305841157,9.326457132,0.070093758,0.598837429,8.185921821,1.21163025,5.579354597
7.45E+44,188,3.96E+42,4.677869631,1.724315554,1.402187047,3.136681267,3.295634762,0.231485233,0.383996734,0.05797197,2.138452256,1.932500496,0.91180259
0,0,7.85E+52,4.081471725,5.68540199,5.456209163,2.402434038,3.020686333,6.3440902,0.186270653,1.295690759,4.270957156,1.916324972,5.22527867
1.03E+31,1,1.03E+31,5.691577626,2.699268027,6.214062219,2.155980674,0.546524526,4.94484074,0.285373884,0.879801351,3.067572448,1.679733615,1.622100862
4.13E+46,1,4.13E+46,1.068305575,3.738204563,0.420098763,2.787811049,3.265246102,1.208188185,0.525502752,0.711740394,3.118066232,1.954055389,5.350287676
1.74E+39,7,2.49E+38,0.600798531,1.736992894,6.400897919,3.743194934,0.099391881,3.902951133,0.847239118,0.178171407,7.783413031,0.180563953,0.161144655
0,0,3.49E+51,3.871366553,5.8674145,4.10007309,2.469600209,3.299921008,6.108939033,0.8170295,0.00410523,7.920968566,0.591485745,2.196298348
0,0,2.84E+51,2.733256612,4.196364124,6.569605967,0.955147038,1.842782792,3.547874115,0.690468893,0.753271081,0.425513101,0.984758471,2.2555367
0,0,1.05E+52,4.295747443,4.144523911,3.895442338,3.31406767,1.861818343,7.419617603,0.435075146,1.660601095,9.395113556,1.64104791,2.609534821
0,0,2.45E+36,3.46981403,1.370580998,6.106846054,0.140568478,2.597538509,9.07101046,0.362586074,0.12252115,5.273940829,0.316518492,0.446977743
0,0,6.73E+46,3.496246795,4.662869169,7.70120262,2.4499898,0.331550318,0.121710869,0.495406577,0.489695271,5.335067499,0.334866589,4.996074084
0,0,6.27E+47,2.009364278,5.253986454,6.974603023,3.177169909,2.723289663,6.133298117,0.557313743,1.860807568,7.627230064,1.704882998,4.502744495
0,0,9.76E+43,3.70536147,4.054090616,1.858842261,1.992503248,2.766247077,1.247950568,0.846455623,0.63162536,1.761688592,1.957350035,2.91231573
0,0,2.18E+36,5.630533959,0.000919872,6.583997109,2.712330538,1.20781253,9.300188744,0.183685024,0.712208138,5.713622017,0.496923673,6.225729466
0,0,2.19E+39,1.817571191,4.967993634,0.721887287,1.855790886,3.60358654,8.848375519,0.726946453,0.894554173,7.573824888,0.350293928,5.880236788
0,0,3.66E+28,0.135067462,0.230540223,2.31029711,3.364738241,3.491740411,9.387818443,0.990688589,0.28150046,9.915432095,0.870241776,1.25983766
0,0,1.17E+29,6.771906828,4.853346179,6.428581447,2.428431715,1.525785063,6.231407446,0.46678549,0.122142136,2.168185105,1.210956838,1.995245505
0,0,7.54E+45,5.950476292,2.18111256,5.477842229,2.047443341,3.943849219,7.077232969,0.937380505,1.196065422,1.692311848,0.212083379,5.446224757
1.30E+41,1,1.30E+41,6.190343372,5.934265482,3.818586149,0.516791781,0.273732355,2.408668415,0.796287096,0.333636341,3.896430982,1.06913657,2.92438616
0,0,4.52E+45,2.469661575,2.482595156,3.500890484,3.504986929,1.966340236,6.897884536,0.72169792,0.847433231,8.054293483,1.91684632,2.453843378
0,0,2.76E+46,5.566445561,3.254573752,7.073969917,0.742119323,2.414435296,6.786531572,0.677111204,1.339441099,7.978317962,0.202645814,3.857962419
2.87E+44,2,1.43E+44,1.265028062,3.173918714,4.872133738,1.378501402,0.302065574,0.710514643,0.69640123,0.872143991,5.741100852,0.093473096,6.539350089
0,0,8.14E+49,4.008178547,4.703783401,6.842782089,2.181248205,3.898480511,5.536150799,0.645354684,0.830089576,2.24660574,1.769543219,3.019857084
0,0,7.75E+40,2.747859702,3.30806106,1.782605689,3.051087657,2.171557099,2.833261331,0.001789483,0.964070119,8.843864837,0.570378933,4.831587595
0,0,3.67E+46,2.558339679,1.229974009,7.467665512,3.228242533,1.61902024,1.262464108,0.188399044,1.392681189,8.080851201,0.114364348,6.105142628
0,0,8.97E+57,1.888592904,4.816917236,2.881415862,2.203804364,3.009640037,6.307089855,0.773062955,1.603881069,8.697412201,0.079754334,4.575699553
0,0,1.74E+44,2.879520134,4.945185674,7.328873885,2.102137254,0.585128961,0.960231253,0.032297415,0.229232411,2.61727139,0.989168904,1.47295827
0,0,1.87E+44,2.306897706,4.586523646,5.72657847,3.745566414,0.783564182,2.940817065,0.418742721,1.360792497,8.598018487,0.497272554,1.831586415
1.74E+54,1,1.74E+54,5.45092068,1.925547354,7.93697783,3.830329025,2.964074965,4.13043602,0.301771995,1.602704212,8.605355759,1.207006894,6.566900205
0,0,2.94E+50,1.737134843,3.146075061,4.783681197,3.274973316,2.069671745,2.175252837,0.418596202,0.371578887,1.820335276,0.531831702,2.609789718
5.73E+39,1,5.73E+39,2.473972251,5.077333997,0.711133166,3.503077718,2.420842575,1.808606668,0.438016143,1.541541176,7.928570286,1.596854651,5.734855433
0,0,2.41E+39,2.956909337,0.342686804,2.525381393,3.923252477,0.328117044,0.16658689,0.042463386,0.339586501,8.873569618,0.613240431,3.880396678
0,0,1.07E+37,6.95755674,5.86730114,1.575690651,2.933148668,1.534510409,7.223889533,0.776541788,1.398943294,8.918410501,0.644718146,0.59800058
0,0,1.60E+59,4.3708871,0.215562656,3.990268155,2.121599925,3.396648862,8.939253452,0.716735591,0.963446098,8.600177725,0.769113614,2.84877749
0,0,3.19E+35,5.724831974,2.643309521,3.149440902,3.988620024,1.758812264,7.964823473,0.872288778,0.377628367,2.59526029,0.619259071,3.394652415
0,0,2.61E+33,4.530975138,3.633140643,1.751690386,1.249474566,2.615833967,4.638926791,0.580551785,0.549123408,8.878209956,0.03726503,0.876617849
1.28E+57,111,1.15E+55,3.439450273,1.741551467,7.962110112,2.542595655,0.751311865,3.788187392,0.04159018,0.886761263,7.062924432,1.477323897,3.354364372
0,0,3.82E+37,1.329674449,2.703010457,2.398132321,2.264883729,0.237832911,0.112736019,0.499808786,0.725959915,1.584274938,1.015004169,3.649944345
0,0,8.55E+47,3.120770802,2.224965482,0.081271445,1.912662761,2.800576953,2.174064645,0.998155189,0.754647825,0.397628501,0.066436377,5.528530826
0,0,6.41E+43,6.637000389,2.555735731,1.952117687,0.539133831,1.667566865,5.906117768,0.481539356,0.920585229,2.805698121,1.716621138,6.597132122
0,0,1.80E+44,5.501740062,2.617117971,4.799656355,0.950022472,0.89875458,6.04210287,0.119280468,1.935585907,9.713100203,0.694756326,4.903229446
0,0,5.58E+28,3.949184156,2.626489398,7.953721502,1.202095493,0.004200678,1.284479414,0.214926038,0.32895269,1.682278521,0.611766032,0.194938148
0,0,1.43E+48,0.828370714,5.953314804,1.370669894,3.069435573,1.291115389,5.066140311,0.657468556,0.913966666,1.52944555,0.670070333,5.92850561
0,0,1.87E+60,4.196561976,4.996662781,4.941722731,3.277267263,2.341415386,1.134783108,0.645587691,1.162425901,4.871955867,1.207122536,6.269041179
0,0,8.25E+57,2.790142381,0.311560517,0.560091347,1.138796102,0.307794021,8.406153994,0.146096673,0.02583036,3.733509056,0.032908764,4.730152831
0,0,2.15E+33,1.51606291,4.679864048,5.389881333,0.217535103,0.173759269,9.100094793,0.529939399,0.003502837,9.67421991,0.802733672,1.442359639
0,0,5.53E+43,5.461005775,3.81136693,1.143645307,2.924905066,0.556842542,5.196376593,0.417591305,0.89910658,0.818364388,1.90872414,2.923983505
0,0,1.13E+48,3.488806139,2.200824669,2.693214151,0.207351106,2.500394999,6.397253653,0.843337137,0.162688044,2.472649527,1.008611957,6.350995986
0,0,1.03E+38,3.990948408,0.170701142,0.810673341,3.53129865,3.615653556,4.694747695,0.285926426,1.627831114,9.384234119,0.344513212,0.275540672
0,0,1.23E+45,6.55941445,5.396275846,2.726618296,1.420136814,0.011356929,8.839059011,0.992165479,0.636498588,2.873787942,1.567580632,6.930383381
0,0,2.00E+36,6.109328585,1.343760201,1.771436028,2.169215343,1.491071759,8.059868492,0.866173869,0.365102431,4.308826425,1.563001895,0.973388645
0,0,1.07E+56,5.83416528,2.55438559,6.49594828,3.282177429,0.952028361,3.83419905,0.27774517,1.968436387,8.101866046,1.242554434,5.667038963
0,0,1.71E+41,5.459916412,1.062089829,5.455136676,3.593512122,0.886735686,2.190090263,0.036296611,0.963812571,2.859696906,1.178540303,3.103929499
0,0,2.83E+39,1.79197817,4.692237102,0.880994403,0.52923095,2.039602767,2.46079141,0.955153538,0.753467164,9.701747364,1.081292972,5.367582507
0,0,3.68E+52,2.56469221,5.974965626,1.130853661,0.857405186,2.96308417,1.782797364,0.995601737,0.103451721,1.123868154,0.159704275,1.243557301
0,0,4.85E+40,4.999064794,1.057871618,2.403321389,0.921052821,3.620513787,5.285685223,0.851320929,1.020216549,2.033998766,0.455847814,0.198938298
0,0,1.60E+53,0.024976561,5.990244768,2.898505633,0.373437244,0.727236331,6.150862103,0.627060061,1.162620117,8.80089331,0.448900347,6.544851568
3.20E+45,1,3.20E+45,6.801263633,2.515076076,3.685553231,1.645634396,0.374657421,5.621106124,0.502538986,1.41398318,8.904134007,1.959909447,3.71143944
0,0,4.51E+43,4.093224827,4.620314619,5.58643288,1.31781729,1.125113318,7.258030263,0.814505363,0.733472863,6.905128163,0.72101616,0.590757165
0,0,3.91E+49,6.433321568,5.253353255,6.969034281,3.815170439,0.927320492,7.308530776,0.56330628,0.065700268,4.680581567,1.558029188,0.033569117
1.56E+50,1,1.56E+50,2.725593231,5.514353931,4.325949834,1.051201198,3.739220171,2.064584434,0.431520332,0.751691297,0.27426141,0.241786857,1.360470111
0,0,2.39E+55,6.628428805,4.257031866,3.191585855,0.790829431,0.641987482,9.709169827,0.148925459,1.86025954,5.916248372,0.135259402,5.419006112
0,0,1.42E+41,3.24137577,2.952341747,7.564413635,2.840689145,1.678810926,8.248842285,0.505108041,0.298061957,6.12674099,0.667206448,1.134838194
0,0,3.58E+37,0.0366281,2.413458387,6.472604955,3.862919629,1.506708187,4.700419885,0.669325021,0.212262764,7.117231294,0.233625796,2.327602841
0,0,1.98E+39,4.723791302,0.026787679,1.463356261,1.124989352,0.168252947,8.71669845,0.567478709,1.113614733,4.285053196,0.510106869,0.39177911
0,0,3.91E+42,1.955863517,4.737726475,1.45575457,2.542212089,1.266665435,7.572549201,0.945257447,0.613732487,9.822206185,1.726970853,3.609450766
0,0,1.22E+49,2.551413863,4.333125011,3.94863418,2.032029522,2.198473359,2.01650675,0.371962436,0.447423273,1.263016109,1.212667675,4.397714534
2.12E+52,2,1.06E+52,4.004678236,3.983338675,4.930208572,3.862942918,2.628222178,9.841104561,0.166738522,1.881417278,2.02605495,0.847656621,4.38192757
2.08E+46,1,2.08E+46,0.05323448,4.323209687,0.526841469,1.783737949,1.225163084,2.469133867,0.645254296,0.08132933,0.632691266,1.072678753,2.987847992
0,0,4.01E+49,2.138746227,4.448642969,6.94845307,3.964679439,3.045449493,6.721243446,0.160561159,1.386346142,6.022922728,0.25259847,0.015374791
0,0,3.22E+49,6.61860337,4.08926461,3.284725762,2.911018157,1.311067519,6.803877736,0.151584772,0.528553137,1.409166266,0.612874184,4.758760681
0,0,5.66E+43,4.804360949,2.38280266,4.251064172,3.797624365,0.900826712,3.062263292,0.4048881,0.619797257,4.548033055,0.453558538,1.172409181
3.31E+50,15,2.21E+49,3.226050749,1.424964558,6.867179757,0.558943105,1.204627339,0.410955203,0.273251677,1.390263815,2.16909288,1.149830083,0.162038225
0,0,1.12E+48,4.799941223,4.872234805,2.417728465,3.307838368,1.659713283,5.664788129,0.240192534,0.704802868,3.974673366,1.44906856,2.005105199
0,0,6.15E+50,1.751219704,1.162599564,5.504623346,1.832662651,2.855254443,2.523390988,0.579552588,1.890331058,0.556448324,0.959722967,3.823516135
0,0,2.53E+36,4.830699957,3.372218695,6.938580993,2.878170533,3.841205258,1.62371309,0.586182461,0.018589156,4.247186801,1.646515236,6.598687883
0,0,1.68E+40,4.300542548,0.30790805,5.638511037,0.161224564,0.808351306,8.728084869,0.870747786,1.591213528,5.15621637,0.034601901,6.596043779
0,0,2.87E+35,2.027697834,5.524941737,5.590886442,1.368826899,3.999865046,8.818269584,0.59587955,1.846301659,6.981608813,0.073825769,1.970271804
0,0,1.53E+46,4.362560923,4.596613509,6.615317244,0.760921967,2.00100968,0.129699497,0.961398732,1.233512116,3.199035628,1.968344607,5.327824316
0,0,9.90E+48,6.18664039,1.04875249,7.191495756,3.949686289,3.612580398,2.504572457,0.317884518,0.06323458,5.515540589,0.989944302,6.313201044
1.20E+34,2,5.99E+33,2.290859894,4.61112468,5.40091422,1.031881241,2.85669684,4.089051456,0.683807051,0.746692751,2.229830576,0.854227741,0.201531679
0,0,2.73E+54,2.416676991,5.293218587,6.016168671,0.58976336,2.281577345,7.545134006,0.991928336,1.739833227,3.81091297,1.14597627,2.04394863
0,0,5.44E+47,4.602137707,3.59896256,4.481144717,2.389673972,2.41704661,9.261528059,0.95927951,1.388418055,7.20255143,0.451584892,3.534517172
8.34E+52,14,5.96E+51,3.76698007,1.888480183,1.917226441,3.748899914,1.377038073,3.225687469,0.578464799,1.465876421,3.107053002,1.198979455,4.716136926
0,0,4.83E+43,5.282703022,5.954035484,7.736087812,1.721999351,2.826686196,7.752442338,0.401281942,1.533357092,5.404196847,0.676343847,1.140080618
